MishearID,EnvID
coffee_break_parts_similar201108_001,TRANSCRIPTION
coffee_break_parts_similar201108_001,TRANSCRIPTION
coffee_break_parts_similar201108_002,TRANSCRIPTION
coffee_break_parts_similar201108_003,TRANSCRIPTION
coffee_break_parts_similar201108_004,TRANSCRIPTION
coffee_break_parts_similar201108_005,TRANSCRIPTION
coffee_break_parts_similar201108_006,TRANSCRIPTION
coffee_break_parts_similar201108_007,TRANSCRIPTION
coffee_break_parts_similar201108_008,TRANSCRIPTION
coffee_break_parts_similar201108_009,TRANSCRIPTION
coffee_break_parts_similar201108_010,TRANSCRIPTION
