MishearID,EnvID
coffee_break_parts_similar201404_001,TRANSCRIPTION
coffee_break_parts_similar201404_002,TRANSCRIPTION
coffee_break_parts_similar201404_003,TRANSCRIPTION
coffee_break_parts_similar201404_004,TRANSCRIPTION
coffee_break_parts_similar201404_005,TRANSCRIPTION
coffee_break_parts_similar201404_006,TRANSCRIPTION
coffee_break_parts_similar201404_007,TRANSCRIPTION
coffee_break_parts_similar201404_008,TRANSCRIPTION
coffee_break_parts_similar201404_009,TRANSCRIPTION
coffee_break_parts_similar201404_010,TRANSCRIPTION
