MishearID,EnvID
coffee_break_parts_similar201705_001,TRANSCRIPTION
coffee_break_parts_similar201705_002,TRANSCRIPTION
coffee_break_parts_similar201705_003,TRANSCRIPTION
coffee_break_parts_similar201705_004,TRANSCRIPTION
coffee_break_parts_similar201705_005,TRANSCRIPTION
coffee_break_parts_similar201705_006,TRANSCRIPTION
coffee_break_parts_similar201705_007,TRANSCRIPTION
coffee_break_parts_similar201705_008,TRANSCRIPTION
coffee_break_parts_similar201705_009,TRANSCRIPTION
coffee_break_parts_similar201705_010,TRANSCRIPTION
