MishearID,EnvID
coffee_break_parts_similar201302_001,TRANSCRIPTION
coffee_break_parts_similar201302_002,TRANSCRIPTION
coffee_break_parts_similar201302_003,TRANSCRIPTION
coffee_break_parts_similar201302_004,TRANSCRIPTION
coffee_break_parts_similar201302_005,TRANSCRIPTION
coffee_break_parts_similar201302_006,TRANSCRIPTION
coffee_break_parts_similar201302_007,TRANSCRIPTION
coffee_break_parts_similar201302_008,TRANSCRIPTION
coffee_break_parts_similar201302_009,TRANSCRIPTION
coffee_break_parts_similar201302_010,TRANSCRIPTION
