MishearID,EnvID
coffee_break_parts_similar200503_001,TRANSCRIPTION
coffee_break_parts_similar200503_002,TRANSCRIPTION
coffee_break_parts_similar200503_003,TRANSCRIPTION
coffee_break_parts_similar200503_004,TRANSCRIPTION
coffee_break_parts_similar200503_005,TRANSCRIPTION
coffee_break_parts_similar200503_006,TRANSCRIPTION
coffee_break_parts_similar200503_007,TRANSCRIPTION
coffee_break_parts_similar200503_008,TRANSCRIPTION
coffee_break_parts_similar200503_009,TRANSCRIPTION
coffee_break_parts_similar200503_010,TRANSCRIPTION
