MishearID,EnvID
coffee_break_parts_similar201006_001,TRANSCRIPTION
coffee_break_parts_similar201006_002,TRANSCRIPTION
coffee_break_parts_similar201006_003,TRANSCRIPTION
coffee_break_parts_similar201006_004,TRANSCRIPTION
coffee_break_parts_similar201006_005,TRANSCRIPTION
coffee_break_parts_similar201006_006,TRANSCRIPTION
coffee_break_parts_similar201006_007,TRANSCRIPTION
coffee_break_parts_similar201006_008,TRANSCRIPTION
coffee_break_parts_similar201006_009,TRANSCRIPTION
coffee_break_parts_similar201006_010,TRANSCRIPTION
