MishearID,EnvID
coffee_break_parts_similar201004_001,TRANSCRIPTION
coffee_break_parts_similar201004_002,TRANSCRIPTION
coffee_break_parts_similar201004_003,TRANSCRIPTION
coffee_break_parts_similar201004_004,TRANSCRIPTION
coffee_break_parts_similar201004_005,TRANSCRIPTION
coffee_break_parts_similar201004_006,TRANSCRIPTION
coffee_break_parts_similar201004_007,TRANSCRIPTION
coffee_break_parts_similar201004_008,TRANSCRIPTION
coffee_break_parts_similar201004_009,TRANSCRIPTION
coffee_break_parts_similar201004_010,TRANSCRIPTION
