MishearID,EnvID
coffee_break_parts_similar201603_001,TRANSCRIPTION
coffee_break_parts_similar201603_002,TRANSCRIPTION
coffee_break_parts_similar201603_003,TRANSCRIPTION
coffee_break_parts_similar201603_004,TRANSCRIPTION
coffee_break_parts_similar201603_005,TRANSCRIPTION
coffee_break_parts_similar201603_006,TRANSCRIPTION
coffee_break_parts_similar201603_007,TRANSCRIPTION
coffee_break_parts_similar201603_008,TRANSCRIPTION
coffee_break_parts_similar201603_009,TRANSCRIPTION
coffee_break_parts_similar201603_010,TRANSCRIPTION
