MishearID,EnvID
coffee_break_parts_similar201107_001,TRANSCRIPTION
coffee_break_parts_similar201107_002,TRANSCRIPTION
coffee_break_parts_similar201107_003,TRANSCRIPTION
coffee_break_parts_similar201107_004,TRANSCRIPTION
coffee_break_parts_similar201107_005,TRANSCRIPTION
coffee_break_parts_similar201107_006,TRANSCRIPTION
coffee_break_parts_similar201107_007,TRANSCRIPTION
coffee_break_parts_similar201107_008,TRANSCRIPTION
coffee_break_parts_similar201107_009,TRANSCRIPTION
coffee_break_parts_similar201107_010,TRANSCRIPTION
