MishearID,EnvID
coffee_break_parts_similar201610_001,TRANSCRIPTION
coffee_break_parts_similar201610_002,TRANSCRIPTION
coffee_break_parts_similar201610_003,TRANSCRIPTION
coffee_break_parts_similar201610_004,TRANSCRIPTION
coffee_break_parts_similar201610_005,TRANSCRIPTION
coffee_break_parts_similar201610_006,TRANSCRIPTION
coffee_break_parts_similar201610_007,TRANSCRIPTION
coffee_break_parts_similar201610_008,TRANSCRIPTION
coffee_break_parts_similar201610_009,TRANSCRIPTION
coffee_break_parts_similar201610_010,TRANSCRIPTION
