MishearID,EnvID
coffee_break_parts_similar200411_001,TRANSCRIPTION
coffee_break_parts_similar200411_002,TRANSCRIPTION
coffee_break_parts_similar200411_003,TRANSCRIPTION
coffee_break_parts_similar200411_004,TRANSCRIPTION
coffee_break_parts_similar200411_005,TRANSCRIPTION
coffee_break_parts_similar200411_006,TRANSCRIPTION
coffee_break_parts_similar200411_007,TRANSCRIPTION
coffee_break_parts_similar200411_008,TRANSCRIPTION
coffee_break_parts_similar200411_009,TRANSCRIPTION
coffee_break_parts_similar200411_010,TRANSCRIPTION
