MishearID,EnvID
coffee_break_parts_similar201109_001,TRANSCRIPTION
coffee_break_parts_similar201109_002,TRANSCRIPTION
coffee_break_parts_similar201109_003,TRANSCRIPTION
coffee_break_parts_similar201109_004,TRANSCRIPTION
coffee_break_parts_similar201109_005,TRANSCRIPTION
coffee_break_parts_similar201109_006,TRANSCRIPTION
coffee_break_parts_similar201109_007,TRANSCRIPTION
coffee_break_parts_similar201109_008,TRANSCRIPTION
coffee_break_parts_similar201109_009,TRANSCRIPTION
coffee_break_parts_similar201109_010,TRANSCRIPTION
