MishearID,EnvID
coffee_break_parts_similar200703_001,TRANSCRIPTION
coffee_break_parts_similar200703_002,TRANSCRIPTION
coffee_break_parts_similar200703_003,TRANSCRIPTION
coffee_break_parts_similar200703_004,TRANSCRIPTION
coffee_break_parts_similar200703_005,TRANSCRIPTION
coffee_break_parts_similar200703_006,TRANSCRIPTION
coffee_break_parts_similar200703_007,TRANSCRIPTION
coffee_break_parts_similar200703_008,TRANSCRIPTION
coffee_break_parts_similar200703_009,TRANSCRIPTION
coffee_break_parts_similar200703_010,TRANSCRIPTION
