MishearID,EnvID
coffee_break_parts_similar201112_001,TRANSCRIPTION
coffee_break_parts_similar201112_002,TRANSCRIPTION
coffee_break_parts_similar201112_003,TRANSCRIPTION
coffee_break_parts_similar201112_004,TRANSCRIPTION
coffee_break_parts_similar201112_005,TRANSCRIPTION
coffee_break_parts_similar201112_006,TRANSCRIPTION
coffee_break_parts_similar201112_007,TRANSCRIPTION
coffee_break_parts_similar201112_008,TRANSCRIPTION
coffee_break_parts_similar201112_009,TRANSCRIPTION
coffee_break_parts_similar201112_010,TRANSCRIPTION
