MishearID,EnvID
coffee_break_parts_similar200502_001,TRANSCRIPTION
coffee_break_parts_similar200502_002,TRANSCRIPTION
coffee_break_parts_similar200502_003,TRANSCRIPTION
coffee_break_parts_similar200502_004,TRANSCRIPTION
coffee_break_parts_similar200502_005,TRANSCRIPTION
coffee_break_parts_similar200502_006,TRANSCRIPTION
coffee_break_parts_similar200502_007,TRANSCRIPTION
coffee_break_parts_similar200502_008,TRANSCRIPTION
coffee_break_parts_similar200502_009,TRANSCRIPTION
coffee_break_parts_similar200502_010,TRANSCRIPTION
