MishearID,EnvID
coffee_break_parts_similar201308_001,TRANSCRIPTION
coffee_break_parts_similar201308_002,TRANSCRIPTION
coffee_break_parts_similar201308_003,TRANSCRIPTION
coffee_break_parts_similar201308_004,TRANSCRIPTION
coffee_break_parts_similar201308_005,TRANSCRIPTION
coffee_break_parts_similar201308_006,TRANSCRIPTION
coffee_break_parts_similar201308_007,TRANSCRIPTION
coffee_break_parts_similar201308_008,TRANSCRIPTION
coffee_break_parts_similar201308_009,TRANSCRIPTION
coffee_break_parts_similar201308_010,TRANSCRIPTION
