MishearID,EnvID
coffee_break_parts_similar201310_001,MOJ
coffee_break_parts_similar201310_001,MITI
coffee_break_parts_similar201310_002,TRANSCRIPTION
coffee_break_parts_similar201310_003,TRANSCRIPTION
coffee_break_parts_similar201310_004,TRANSCRIPTION
coffee_break_parts_similar201310_005,TRANSCRIPTION
coffee_break_parts_similar201310_006,TRANSCRIPTION
coffee_break_parts_similar201310_007,TRANSCRIPTION
coffee_break_parts_similar201310_008,TRANSCRIPTION
coffee_break_parts_similar201310_009,TRANSCRIPTION
coffee_break_parts_similar201310_010,TRANSCRIPTION
