MishearID,EnvID
coffee_break_parts_similar200410_001,TRANSCRIPTION
coffee_break_parts_similar200410_002,TRANSCRIPTION
coffee_break_parts_similar200410_003,TRANSCRIPTION
coffee_break_parts_similar200410_004,TRANSCRIPTION
coffee_break_parts_similar200410_005,TRANSCRIPTION
coffee_break_parts_similar200410_006,TRANSCRIPTION
coffee_break_parts_similar200410_007,TRANSCRIPTION
coffee_break_parts_similar200410_008,TRANSCRIPTION
coffee_break_parts_similar200410_009,TRANSCRIPTION
coffee_break_parts_similar200410_010,TRANSCRIPTION
