MishearID,EnvID
coffee_break_parts_similar201611_001,TRANSCRIPTION
coffee_break_parts_similar201611_002,TRANSCRIPTION
coffee_break_parts_similar201611_003,TRANSCRIPTION
coffee_break_parts_similar201611_004,TRANSCRIPTION
coffee_break_parts_similar201611_005,TRANSCRIPTION
coffee_break_parts_similar201611_006,TRANSCRIPTION
coffee_break_parts_similar201611_007,TRANSCRIPTION
coffee_break_parts_similar201611_008,TRANSCRIPTION
coffee_break_parts_similar201611_009,TRANSCRIPTION
coffee_break_parts_similar201611_010,TRANSCRIPTION
