MishearID,EnvID
coffee_break_parts_similar200511_001,TRANSCRIPTION
coffee_break_parts_similar200511_002,TRANSCRIPTION
coffee_break_parts_similar200511_003,TRANSCRIPTION
coffee_break_parts_similar200511_004,TRANSCRIPTION
coffee_break_parts_similar200511_005,TRANSCRIPTION
coffee_break_parts_similar200511_006,TRANSCRIPTION
coffee_break_parts_similar200511_007,TRANSCRIPTION
coffee_break_parts_similar200511_008,TRANSCRIPTION
coffee_break_parts_similar200511_009,TRANSCRIPTION
coffee_break_parts_similar200511_010,TRANSCRIPTION
