MishearID,EnvID
coffee_break_parts_similar200803_001,TRANSCRIPTION
coffee_break_parts_similar200803_002,TRANSCRIPTION
coffee_break_parts_similar200803_003,TRANSCRIPTION
coffee_break_parts_similar200803_004,TRANSCRIPTION
coffee_break_parts_similar200803_005,TRANSCRIPTION
coffee_break_parts_similar200803_006,TRANSCRIPTION
coffee_break_parts_similar200803_007,TRANSCRIPTION
coffee_break_parts_similar200803_008,TRANSCRIPTION
coffee_break_parts_similar200803_009,TRANSCRIPTION
coffee_break_parts_similar200803_010,TRANSCRIPTION
