MishearID,EnvID
coffee_break_parts_similar200610_001,TRANSCRIPTION
coffee_break_parts_similar200610_002,TRANSCRIPTION
coffee_break_parts_similar200610_003,TRANSCRIPTION
coffee_break_parts_similar200610_004,TRANSCRIPTION
coffee_break_parts_similar200610_005,TRANSCRIPTION
coffee_break_parts_similar200610_006,TRANSCRIPTION
coffee_break_parts_similar200610_007,TRANSCRIPTION
coffee_break_parts_similar200610_008,TRANSCRIPTION
coffee_break_parts_similar200610_009,TRANSCRIPTION
coffee_break_parts_similar200610_010,TRANSCRIPTION
