MishearID,EnvID
coffee_break_parts_similar200710_001,TRANSCRIPTION
coffee_break_parts_similar200710_002,TRANSCRIPTION
coffee_break_parts_similar200710_003,TRANSCRIPTION
coffee_break_parts_similar200710_004,TRANSCRIPTION
coffee_break_parts_similar200710_005,TRANSCRIPTION
coffee_break_parts_similar200710_006,TRANSCRIPTION
coffee_break_parts_similar200710_007,TRANSCRIPTION
coffee_break_parts_similar200710_008,TRANSCRIPTION
coffee_break_parts_similar200710_009,TRANSCRIPTION
coffee_break_parts_similar200710_010,TRANSCRIPTION
