MishearID,EnvID
coffee_break_parts_similar200404_001,TRANSCRIPTION
coffee_break_parts_similar200404_002,TRANSCRIPTION
coffee_break_parts_similar200404_003,TRANSCRIPTION
coffee_break_parts_similar200404_004,TRANSCRIPTION
coffee_break_parts_similar200404_005,TRANSCRIPTION
coffee_break_parts_similar200404_006,TRANSCRIPTION
coffee_break_parts_similar200404_007,TRANSCRIPTION
coffee_break_parts_similar200404_008,TRANSCRIPTION
coffee_break_parts_similar200404_009,TRANSCRIPTION
coffee_break_parts_similar200404_010,TRANSCRIPTION
coffee_break_parts_similar200404_011,TRANSCRIPTION
coffee_break_parts_similar200404_012,TRANSCRIPTION
coffee_break_parts_similar200404_013,TRANSCRIPTION
coffee_break_parts_similar200404_014,TRANSCRIPTION
coffee_break_parts_similar200404_015,TRANSCRIPTION
coffee_break_parts_similar200404_016,TRANSCRIPTION
coffee_break_parts_similar200404_017,TRANSCRIPTION
coffee_break_parts_similar200404_018,TRANSCRIPTION
coffee_break_parts_similar200404_019,TRANSCRIPTION
coffee_break_parts_similar200404_020,TRANSCRIPTION
