MishearID,EnvID
coffee_break_parts_similar201312_001,TRANSCRIPTION
coffee_break_parts_similar201312_002,TRANSCRIPTION
coffee_break_parts_similar201312_003,TRANSCRIPTION
coffee_break_parts_similar201312_004,TRANSCRIPTION
coffee_break_parts_similar201312_005,TRANSCRIPTION
coffee_break_parts_similar201312_006,TRANSCRIPTION
coffee_break_parts_similar201312_007,TRANSCRIPTION
coffee_break_parts_similar201312_008,TRANSCRIPTION
coffee_break_parts_similar201312_009,TRANSCRIPTION
coffee_break_parts_similar201312_010,TRANSCRIPTION
