MishearID,EnvID
coffee_break_parts_similar200602_001,TRANSCRIPTION
coffee_break_parts_similar200602_002,TRANSCRIPTION
coffee_break_parts_similar200602_003,TRANSCRIPTION
coffee_break_parts_similar200602_004,TRANSCRIPTION
coffee_break_parts_similar200602_005,TRANSCRIPTION
coffee_break_parts_similar200602_006,TRANSCRIPTION
coffee_break_parts_similar200602_007,TRANSCRIPTION
coffee_break_parts_similar200602_008,TRANSCRIPTION
coffee_break_parts_similar200602_009,TRANSCRIPTION
coffee_break_parts_similar200602_010,TRANSCRIPTION
