MishearID,EnvID
coffee_break_parts_similar200908_001,TRANSCRIPTION
coffee_break_parts_similar200908_002,TRANSCRIPTION
coffee_break_parts_similar200908_003,TRANSCRIPTION
coffee_break_parts_similar200908_004,TRANSCRIPTION
coffee_break_parts_similar200908_005,TRANSCRIPTION
coffee_break_parts_similar200908_006,TRANSCRIPTION
coffee_break_parts_similar200908_007,TRANSCRIPTION
coffee_break_parts_similar200908_008,TRANSCRIPTION
coffee_break_parts_similar200908_009,TRANSCRIPTION
coffee_break_parts_similar200908_010,TRANSCRIPTION
