MishearID,EnvID
coffee_break_parts_similar200711_001,TRANSCRIPTION
coffee_break_parts_similar200711_002,TRANSCRIPTION
coffee_break_parts_similar200711_003,TRANSCRIPTION
coffee_break_parts_similar200711_004,TRANSCRIPTION
coffee_break_parts_similar200711_005,TRANSCRIPTION
coffee_break_parts_similar200711_006,TRANSCRIPTION
coffee_break_parts_similar200711_007,TRANSCRIPTION
coffee_break_parts_similar200711_008,TRANSCRIPTION
coffee_break_parts_similar200711_009,TRANSCRIPTION
coffee_break_parts_similar200711_010,TRANSCRIPTION
