MishearID,EnvID
coffee_break_parts_similar200606_001,TRANSCRIPTION
coffee_break_parts_similar200606_002,TRANSCRIPTION
coffee_break_parts_similar200606_003,TRANSCRIPTION
coffee_break_parts_similar200606_004,TRANSCRIPTION
coffee_break_parts_similar200606_005,TRANSCRIPTION
coffee_break_parts_similar200606_006,TRANSCRIPTION
coffee_break_parts_similar200606_007,TRANSCRIPTION
coffee_break_parts_similar200606_008,TRANSCRIPTION
coffee_break_parts_similar200606_009,TRANSCRIPTION
coffee_break_parts_similar200606_010,TRANSCRIPTION
