MishearID,EnvID
coffee_break_parts_similar200607_001,TRANSCRIPTION
coffee_break_parts_similar200607_002,TRANSCRIPTION
coffee_break_parts_similar200607_003,TRANSCRIPTION
coffee_break_parts_similar200607_004,TRANSCRIPTION
coffee_break_parts_similar200607_005,TRANSCRIPTION
coffee_break_parts_similar200607_006,TRANSCRIPTION
coffee_break_parts_similar200607_007,TRANSCRIPTION
coffee_break_parts_similar200607_008,TRANSCRIPTION
coffee_break_parts_similar200607_009,TRANSCRIPTION
coffee_break_parts_similar200607_010,TRANSCRIPTION
