MishearID,EnvID
coffee_break_parts_similar200708_001,TRANSCRIPTION
coffee_break_parts_similar200708_002,TRANSCRIPTION
coffee_break_parts_similar200708_003,TRANSCRIPTION
coffee_break_parts_similar200708_004,TRANSCRIPTION
coffee_break_parts_similar200708_005,TRANSCRIPTION
coffee_break_parts_similar200708_006,TRANSCRIPTION
coffee_break_parts_similar200708_007,TRANSCRIPTION
coffee_break_parts_similar200708_008,TRANSCRIPTION
coffee_break_parts_similar200708_009,TRANSCRIPTION
coffee_break_parts_similar200708_010,TRANSCRIPTION
