MishearID,EnvID
coffee_break_parts_similar201101_001,TRANSCRIPTION
coffee_break_parts_similar201101_002,TRANSCRIPTION
coffee_break_parts_similar201101_003,TRANSCRIPTION
coffee_break_parts_similar201101_004,TRANSCRIPTION
coffee_break_parts_similar201101_005,TRANSCRIPTION
coffee_break_parts_similar201101_006,TRANSCRIPTION
coffee_break_parts_similar201101_007,TRANSCRIPTION
coffee_break_parts_similar201101_008,TRANSCRIPTION
coffee_break_parts_similar201101_009,TRANSCRIPTION
coffee_break_parts_similar201101_010,TRANSCRIPTION
