MishearID,EnvID
coffee_break_parts_similar200904_001,TRANSCRIPTION
coffee_break_parts_similar200904_002,TRANSCRIPTION
coffee_break_parts_similar200904_003,TRANSCRIPTION
coffee_break_parts_similar200904_004,TRANSCRIPTION
coffee_break_parts_similar200904_005,TRANSCRIPTION
coffee_break_parts_similar200904_006,TRANSCRIPTION
coffee_break_parts_similar200904_007,TRANSCRIPTION
coffee_break_parts_similar200904_008,TRANSCRIPTION
coffee_break_parts_similar200904_009,TRANSCRIPTION
coffee_break_parts_similar200904_010,TRANSCRIPTION
