MishearID,EnvID
coffee_break_parts_similar201202_001,TRANSCRIPTION
coffee_break_parts_similar201202_002,TRANSCRIPTION
coffee_break_parts_similar201202_003,TRANSCRIPTION
coffee_break_parts_similar201202_004,TRANSCRIPTION
coffee_break_parts_similar201202_005,TRANSCRIPTION
coffee_break_parts_similar201202_006,TRANSCRIPTION
coffee_break_parts_similar201202_007,TRANSCRIPTION
coffee_break_parts_similar201202_008,TRANSCRIPTION
coffee_break_parts_similar201202_009,TRANSCRIPTION
coffee_break_parts_similar201202_010,TRANSCRIPTION
