MishearID,EnvID
coffee_break_parts_similar201007_001,TRANSCRIPTION
coffee_break_parts_similar201007_002,TRANSCRIPTION
coffee_break_parts_similar201007_003,TRANSCRIPTION
coffee_break_parts_similar201007_004,TRANSCRIPTION
coffee_break_parts_similar201007_005,TRANSCRIPTION
coffee_break_parts_similar201007_006,TRANSCRIPTION
coffee_break_parts_similar201007_007,TRANSCRIPTION
coffee_break_parts_similar201007_008,TRANSCRIPTION
coffee_break_parts_similar201007_009,TRANSCRIPTION
coffee_break_parts_similar201007_010,TRANSCRIPTION
