MishearID,EnvID
coffee_break_parts_similar201208_001,TRANSCRIPTION
coffee_break_parts_similar201208_002,TRANSCRIPTION
coffee_break_parts_similar201208_003,TRANSCRIPTION
coffee_break_parts_similar201208_004,TRANSCRIPTION
coffee_break_parts_similar201208_005,TRANSCRIPTION
coffee_break_parts_similar201208_006,TRANSCRIPTION
coffee_break_parts_similar201208_007,TRANSCRIPTION
coffee_break_parts_similar201208_008,TRANSCRIPTION
coffee_break_parts_similar201208_009,TRANSCRIPTION
coffee_break_parts_similar201208_010,TRANSCRIPTION
