MishearID,EnvID
coffee_break_parts_similar200512_001,TRANSCRIPTION
coffee_break_parts_similar200512_002,TRANSCRIPTION
coffee_break_parts_similar200512_003,TRANSCRIPTION
coffee_break_parts_similar200512_004,TRANSCRIPTION
coffee_break_parts_similar200512_005,TRANSCRIPTION
coffee_break_parts_similar200512_006,TRANSCRIPTION
coffee_break_parts_similar200512_007,TRANSCRIPTION
coffee_break_parts_similar200512_008,TRANSCRIPTION
coffee_break_parts_similar200512_009,TRANSCRIPTION
coffee_break_parts_similar200512_010,TRANSCRIPTION
