MishearID,EnvID
coffee_break_parts_similar201506_001,TRANSCRIPTION
coffee_break_parts_similar201506_002,TRANSCRIPTION
coffee_break_parts_similar201506_003,TRANSCRIPTION
coffee_break_parts_similar201506_004,TRANSCRIPTION
coffee_break_parts_similar201506_005,TRANSCRIPTION
coffee_break_parts_similar201506_006,TRANSCRIPTION
coffee_break_parts_similar201506_007,TRANSCRIPTION
coffee_break_parts_similar201506_008,TRANSCRIPTION
coffee_break_parts_similar201506_009,TRANSCRIPTION
coffee_break_parts_similar201506_010,TRANSCRIPTION
