MishearID,EnvID
coffee_break_parts_similar200609_001,TRANSCRIPTION
coffee_break_parts_similar200609_002,TRANSCRIPTION
coffee_break_parts_similar200609_003,TRANSCRIPTION
coffee_break_parts_similar200609_004,TRANSCRIPTION
coffee_break_parts_similar200609_005,TRANSCRIPTION
coffee_break_parts_similar200609_006,TRANSCRIPTION
coffee_break_parts_similar200609_007,TRANSCRIPTION
coffee_break_parts_similar200609_008,TRANSCRIPTION
coffee_break_parts_similar200609_009,TRANSCRIPTION
coffee_break_parts_similar200609_010,TRANSCRIPTION
