MishearID,EnvID
coffee_break_parts_similar201609_001,TRANSCRIPTION
coffee_break_parts_similar201609_002,TRANSCRIPTION
coffee_break_parts_similar201609_003,TRANSCRIPTION
coffee_break_parts_similar201609_004,TRANSCRIPTION
coffee_break_parts_similar201609_005,TRANSCRIPTION
coffee_break_parts_similar201609_006,TRANSCRIPTION
coffee_break_parts_similar201609_007,TRANSCRIPTION
coffee_break_parts_similar201609_008,TRANSCRIPTION
coffee_break_parts_similar201609_009,TRANSCRIPTION
coffee_break_parts_similar201609_010,TRANSCRIPTION
