MishearID,EnvID
coffee_break_parts_similar200912_001,TRANSCRIPTION
coffee_break_parts_similar200912_002,TRANSCRIPTION
coffee_break_parts_similar200912_003,TRANSCRIPTION
coffee_break_parts_similar200912_004,TRANSCRIPTION
coffee_break_parts_similar200912_005,TRANSCRIPTION
coffee_break_parts_similar200912_006,TRANSCRIPTION
coffee_break_parts_similar200912_007,TRANSCRIPTION
coffee_break_parts_similar200912_008,TRANSCRIPTION
coffee_break_parts_similar200912_009,TRANSCRIPTION
coffee_break_parts_similar200912_010,TRANSCRIPTION
