MishearID,EnvID
coffee_break_parts_similar201201_001,TRANSCRIPTION
coffee_break_parts_similar201201_002,TRANSCRIPTION
coffee_break_parts_similar201201_003,TRANSCRIPTION
coffee_break_parts_similar201201_004,TRANSCRIPTION
coffee_break_parts_similar201201_005,TRANSCRIPTION
coffee_break_parts_similar201201_006,TRANSCRIPTION
coffee_break_parts_similar201201_007,TRANSCRIPTION
coffee_break_parts_similar201201_008,TRANSCRIPTION
coffee_break_parts_similar201201_009,TRANSCRIPTION
coffee_break_parts_similar201201_010,TRANSCRIPTION
