MishearID,EnvID
coffee_break_parts_similar201612_001,TRANSCRIPTION
coffee_break_parts_similar201612_002,TRANSCRIPTION
coffee_break_parts_similar201612_003,TRANSCRIPTION
coffee_break_parts_similar201612_004,TRANSCRIPTION
coffee_break_parts_similar201612_005,TRANSCRIPTION
coffee_break_parts_similar201612_006,TRANSCRIPTION
coffee_break_parts_similar201612_007,TRANSCRIPTION
coffee_break_parts_similar201612_008,TRANSCRIPTION
coffee_break_parts_similar201612_009,TRANSCRIPTION
coffee_break_parts_similar201612_010,TRANSCRIPTION
