MishearID,EnvID
coffee_break_parts_similar200902_001,TRANSCRIPTION
coffee_break_parts_similar200902_002,TRANSCRIPTION
coffee_break_parts_similar200902_003,TRANSCRIPTION
coffee_break_parts_similar200902_004,TRANSCRIPTION
coffee_break_parts_similar200902_005,TRANSCRIPTION
coffee_break_parts_similar200902_006,TRANSCRIPTION
coffee_break_parts_similar200902_007,TRANSCRIPTION
coffee_break_parts_similar200902_008,TRANSCRIPTION
coffee_break_parts_similar200902_009,TRANSCRIPTION
coffee_break_parts_similar200902_010,TRANSCRIPTION
