MishearID,EnvID
coffee_break_parts_similar201103_001,TRANSCRIPTION
coffee_break_parts_similar201103_002,TRANSCRIPTION
coffee_break_parts_similar201103_003,TRANSCRIPTION
coffee_break_parts_similar201103_004,TRANSCRIPTION
coffee_break_parts_similar201103_005,TRANSCRIPTION
coffee_break_parts_similar201103_006,TRANSCRIPTION
coffee_break_parts_similar201103_007,TRANSCRIPTION
coffee_break_parts_similar201103_008,TRANSCRIPTION
coffee_break_parts_similar201103_009,TRANSCRIPTION
coffee_break_parts_similar201103_010,TRANSCRIPTION
