MishearID,EnvID
coffee_break_parts_similar201106_001,MOJIKOKOSHI
coffee_break_parts_similar201106_002,MOJIKOKOSHI
coffee_break_parts_similar201106_003,MOJIKOKOSHI
coffee_break_parts_similar201106_004,MOJIKOKOSHI
coffee_break_parts_similar201106_005,MOJIKOKOSHI
coffee_break_parts_similar201106_006,MOJIKOKOSHI
coffee_break_parts_similar201106_007,MOJIKOKOSHI
coffee_break_parts_similar201106_008,MOJIKOKOSHI
coffee_break_parts_similar201106_009,MOJIKOKOSHI
coffee_break_parts_similar201106_010,MOJIKOKOSHI
