MishearID,EnvID
coffee_break_parts_similar201307_001,TRANSCRIPTION
coffee_break_parts_similar201307_002,TRANSCRIPTION
coffee_break_parts_similar201307_003,TRANSCRIPTION
coffee_break_parts_similar201307_004,TRANSCRIPTION
coffee_break_parts_similar201307_005,TRANSCRIPTION
coffee_break_parts_similar201307_006,TRANSCRIPTION
coffee_break_parts_similar201307_007,TRANSCRIPTION
coffee_break_parts_similar201307_008,TRANSCRIPTION
coffee_break_parts_similar201307_009,TRANSCRIPTION
coffee_break_parts_similar201307_010,TRANSCRIPTION
