MishearID,EnvID
coffee_break_parts_similar201607_001,TRANSCRIPTION
coffee_break_parts_similar201607_002,TRANSCRIPTION
coffee_break_parts_similar201607_003,TRANSCRIPTION
coffee_break_parts_similar201607_004,TRANSCRIPTION
coffee_break_parts_similar201607_005,TRANSCRIPTION
coffee_break_parts_similar201607_006,TRANSCRIPTION
coffee_break_parts_similar201607_007,TRANSCRIPTION
coffee_break_parts_similar201607_008,TRANSCRIPTION
coffee_break_parts_similar201607_009,TRANSCRIPTION
coffee_break_parts_similar201607_010,TRANSCRIPTION
