MishearID,EnvID
coffee_break_parts_similar201505_001,TRANSCRIPTION
coffee_break_parts_similar201505_002,TRANSCRIPTION
coffee_break_parts_similar201505_003,TRANSCRIPTION
coffee_break_parts_similar201505_004,TRANSCRIPTION
coffee_break_parts_similar201505_005,TRANSCRIPTION
coffee_break_parts_similar201505_006,TRANSCRIPTION
coffee_break_parts_similar201505_007,TRANSCRIPTION
coffee_break_parts_similar201505_008,TRANSCRIPTION
coffee_break_parts_similar201505_009,TRANSCRIPTION
coffee_break_parts_similar201505_010,TRANSCRIPTION
