MishearID,EnvID
coffee_break_parts_similar201708_001,TRANSCRIPTION
coffee_break_parts_similar201708_002,TRANSCRIPTION
coffee_break_parts_similar201708_003,TRANSCRIPTION
coffee_break_parts_similar201708_004,TRANSCRIPTION
coffee_break_parts_similar201708_005,TRANSCRIPTION
coffee_break_parts_similar201708_006,TRANSCRIPTION
coffee_break_parts_similar201708_007,TRANSCRIPTION
coffee_break_parts_similar201708_008,TRANSCRIPTION
coffee_break_parts_similar201708_009,TRANSCRIPTION
coffee_break_parts_similar201708_010,TRANSCRIPTION
