MishearID,EnvID
coffee_break_parts_similar201011_001,TRANSCRIPTION
coffee_break_parts_similar201011_002,TRANSCRIPTION
coffee_break_parts_similar201011_003,TRANSCRIPTION
coffee_break_parts_similar201011_004,TRANSCRIPTION
coffee_break_parts_similar201011_005,TRANSCRIPTION
coffee_break_parts_similar201011_006,TRANSCRIPTION
coffee_break_parts_similar201011_007,TRANSCRIPTION
coffee_break_parts_similar201011_008,TRANSCRIPTION
coffee_break_parts_similar201011_009,TRANSCRIPTION
coffee_break_parts_similar201011_010,TRANSCRIPTION
