MishearID,EnvID
coffee_break_parts_similar201804_001,TRANSCRIPTION
coffee_break_parts_similar201804_002,TRANSCRIPTION
coffee_break_parts_similar201804_003,TRANSCRIPTION
coffee_break_parts_similar201804_004,TRANSCRIPTION
coffee_break_parts_similar201804_005,TRANSCRIPTION
coffee_break_parts_similar201804_006,TRANSCRIPTION
coffee_break_parts_similar201804_007,TRANSCRIPTION
coffee_break_parts_similar201804_008,TRANSCRIPTION
coffee_break_parts_similar201804_009,TRANSCRIPTION
coffee_break_parts_similar201804_010,TRANSCRIPTION
