MishearID,EnvID
coffee_break_parts_similar201110_001,TRANSCRIPTION
coffee_break_parts_similar201110_002,TRANSCRIPTION
coffee_break_parts_similar201110_003,TRANSCRIPTION
coffee_break_parts_similar201110_004,TRANSCRIPTION
coffee_break_parts_similar201110_005,TRANSCRIPTION
coffee_break_parts_similar201110_006,TRANSCRIPTION
coffee_break_parts_similar201110_007,TRANSCRIPTION
coffee_break_parts_similar201110_008,TRANSCRIPTION
coffee_break_parts_similar201110_009,TRANSCRIPTION
coffee_break_parts_similar201110_010,TRANSCRIPTION
