MishearID,EnvID
coffee_break_parts_similar201005_001,TRANSCRIPTION
coffee_break_parts_similar201005_002,TRANSCRIPTION
coffee_break_parts_similar201005_003,TRANSCRIPTION
coffee_break_parts_similar201005_004,TRANSCRIPTION
coffee_break_parts_similar201005_005,TRANSCRIPTION
coffee_break_parts_similar201005_006,TRANSCRIPTION
coffee_break_parts_similar201005_007,TRANSCRIPTION
coffee_break_parts_similar201005_008,TRANSCRIPTION
coffee_break_parts_similar201005_009,TRANSCRIPTION
coffee_break_parts_similar201005_010,TRANSCRIPTION
