MishearID,EnvID
coffee_break_parts_similar200806_001,TRANSCRIPTION
coffee_break_parts_similar200806_002,TRANSCRIPTION
coffee_break_parts_similar200806_003,TRANSCRIPTION
coffee_break_parts_similar200806_004,TRANSCRIPTION
coffee_break_parts_similar200806_005,TRANSCRIPTION
coffee_break_parts_similar200806_006,TRANSCRIPTION
coffee_break_parts_similar200806_007,TRANSCRIPTION
coffee_break_parts_similar200806_008,TRANSCRIPTION
coffee_break_parts_similar200806_009,TRANSCRIPTION
coffee_break_parts_similar200806_010,TRANSCRIPTION
