MishearID,EnvID
coffee_break_parts_similar200807_001,TRANSCRIPTION
coffee_break_parts_similar200807_002,TRANSCRIPTION
coffee_break_parts_similar200807_003,TRANSCRIPTION
coffee_break_parts_similar200807_004,TRANSCRIPTION
coffee_break_parts_similar200807_005,TRANSCRIPTION
coffee_break_parts_similar200807_006,TRANSCRIPTION
coffee_break_parts_similar200807_007,TRANSCRIPTION
coffee_break_parts_similar200807_008,TRANSCRIPTION
coffee_break_parts_similar200807_009,TRANSCRIPTION
coffee_break_parts_similar200807_010,TRANSCRIPTION
