MishearID,EnvID
coffee_break_parts_similar200408_001,TRANSCRIPTION
coffee_break_parts_similar200408_002,TRANSCRIPTION
coffee_break_parts_similar200408_003,TRANSCRIPTION
coffee_break_parts_similar200408_004,TRANSCRIPTION
coffee_break_parts_similar200408_005,TRANSCRIPTION
coffee_break_parts_similar200408_006,TRANSCRIPTION
coffee_break_parts_similar200408_007,TRANSCRIPTION
coffee_break_parts_similar200408_008,TRANSCRIPTION
coffee_break_parts_similar200408_009,TRANSCRIPTION
coffee_break_parts_similar200408_010,TRANSCRIPTION
