MishearID,EnvID
coffee_break_parts_similar201211_001,TRANSCRIPTION
coffee_break_parts_similar201211_002,TRANSCRIPTION
coffee_break_parts_similar201211_003,TRANSCRIPTION
coffee_break_parts_similar201211_004,TRANSCRIPTION
coffee_break_parts_similar201211_005,TRANSCRIPTION
coffee_break_parts_similar201211_006,TRANSCRIPTION
coffee_break_parts_similar201211_007,TRANSCRIPTION
coffee_break_parts_similar201211_008,TRANSCRIPTION
coffee_break_parts_similar201211_009,TRANSCRIPTION
coffee_break_parts_similar201211_010,TRANSCRIPTION
