MishearID,EnvID
coffee_break_parts_similar201509_001,TRANSCRIPTION
coffee_break_parts_similar201509_002,TRANSCRIPTION
coffee_break_parts_similar201509_003,TRANSCRIPTION
coffee_break_parts_similar201509_004,TRANSCRIPTION
coffee_break_parts_similar201509_005,TRANSCRIPTION
coffee_break_parts_similar201509_006,TRANSCRIPTION
coffee_break_parts_similar201509_007,TRANSCRIPTION
coffee_break_parts_similar201509_008,TRANSCRIPTION
coffee_break_parts_similar201509_009,TRANSCRIPTION
coffee_break_parts_similar201509_010,TRANSCRIPTION
