MishearID,EnvID
coffee_break_parts_similar200712_001,TRANSCRIPTION
coffee_break_parts_similar200712_002,TRANSCRIPTION
coffee_break_parts_similar200712_003,TRANSCRIPTION
coffee_break_parts_similar200712_004,TRANSCRIPTION
coffee_break_parts_similar200712_005,TRANSCRIPTION
coffee_break_parts_similar200712_006,TRANSCRIPTION
coffee_break_parts_similar200712_007,TRANSCRIPTION
coffee_break_parts_similar200712_008,TRANSCRIPTION
coffee_break_parts_similar200712_009,TRANSCRIPTION
coffee_break_parts_similar200712_010,TRANSCRIPTION
