MishearID,EnvID
coffee_break_parts_similar201809_001,TRANSCRIPTION
coffee_break_parts_similar201809_002,TRANSCRIPTION
coffee_break_parts_similar201809_003,TRANSCRIPTION
coffee_break_parts_similar201809_004,TRANSCRIPTION
coffee_break_parts_similar201809_005,TRANSCRIPTION
coffee_break_parts_similar201809_006,TRANSCRIPTION
coffee_break_parts_similar201809_007,TRANSCRIPTION
coffee_break_parts_similar201809_008,TRANSCRIPTION
coffee_break_parts_similar201809_009,TRANSCRIPTION
coffee_break_parts_similar201809_010,TRANSCRIPTION
