MishearID,EnvID
coffee_break_parts_similar200808_001,MOCHIYOUSEI
coffee_break_parts_similar200808_002,MOCHIYOUSEI
coffee_break_parts_similar200808_003,MOCHIYOUSEI
coffee_break_parts_similar200808_004,MOCHIYOUSEI
coffee_break_parts_similar200808_005,MOCHIYOUSEI
coffee_break_parts_similar200808_006,MOCHIYOUSEI
coffee_break_parts_similar200808_007,MOCHIYOUSEI
coffee_break_parts_similar200808_008,MOCHIYOUSEI
coffee_break_parts_similar200808_009,MOCHIYOUSEI
coffee_break_parts_similar200808_010,MOCHIYOUSEI
