MishearID,EnvID
coffee_break_parts_similar201711_001,TRANSCRIPTION
coffee_break_parts_similar201711_002,TRANSCRIPTION
coffee_break_parts_similar201711_003,TRANSCRIPTION
coffee_break_parts_similar201711_004,TRANSCRIPTION
coffee_break_parts_similar201711_005,TRANSCRIPTION
coffee_break_parts_similar201711_006,TRANSCRIPTION
coffee_break_parts_similar201711_007,TRANSCRIPTION
coffee_break_parts_similar201711_008,TRANSCRIPTION
coffee_break_parts_similar201711_009,TRANSCRIPTION
coffee_break_parts_similar201711_010,TRANSCRIPTION
