MishearID,Src,Tgt,Tips,Note,OriginalFlag,DocID,URL,SpeakerID,ListenerID,Language,Tags,Envs
degawaenglish_001,クエスチョン（question）,クリスチャン（Christian）,英語の発音に注意,相手が「question」と言ったのを「Christian」と聞き間違え、「I am.」と答えてしまう。,True,degawaenglish,https://dic.nicovideo.jp/a/%E5%87%BA%E5%B7%9D%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5,degawa,通行人,日本語,"['バラエティ', '英語', '聞き間違い', '非母語話者', 'テレビ番組']","['海外ロケ', '路上インタビュー', '騒がしい屋外', '番組収録']"
degawaenglish_002,ジョロタクシー（Joe le taxi）,じょうろのタクシー,フランス語の歌詞に注意,"フランス語の歌詞""Joe le taxi""を日本語の「じょうろ」と誤認。",True,degawaenglish,https://dic.nicovideo.jp/a/%E5%87%BA%E5%B7%9D%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5,degawa,通行人,日本語,"['バラエティ', '英語', '聞き間違い', '非母語話者', 'テレビ番組']","['海外ロケ', '路上インタビュー', '騒がしい屋外', '番組収録']"
degawaenglish_003,working in Tokyo,ウォーキングで東京,文脈に注意,「東京で働いている」を「東京からロンドンまで歩いた超人」と誤解。,True,degawaenglish,https://dic.nicovideo.jp/a/%E5%87%BA%E5%B7%9D%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5,degawa,通行人,日本語,"['バラエティ', '英語', '聞き間違い', '非母語話者', 'テレビ番組']","['海外ロケ', '路上インタビュー', '騒がしい屋外', '番組収録']"
degawaenglish_004,not everybody has money,ならべはずまりん？,英語のリスニングに注意,英語のフレーズを全く違う音として聞き取る。,True,degawaenglish,https://dic.nicovideo.jp/a/%E5%87%BA%E5%B7%9D%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5,degawa,通行人,日本語,"['バラエティ', '英語', '聞き間違い', '非母語話者', 'テレビ番組']","['海外ロケ', '路上インタビュー', '騒がしい屋外', '番組収録']"
degawaenglish_005,She might be there,姉妹ビデオ？,英語のリスニングに注意,英語のフレーズを日本語の全く違う意味に誤認。,True,degawaenglish,https://dic.nicovideo.jp/a/%E5%87%BA%E5%B7%9D%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5,degawa,通行人,日本語,"['バラエティ', '英語', '聞き間違い', '非母語話者', 'テレビ番組']","['海外ロケ', '路上インタビュー', '騒がしい屋外', '番組収録']"
degawaenglish_006,too much udon,トマトうどん,発音に注意,「トゥーマッチうどん」を「トマトうどん」と聞き間違え。,True,degawaenglish,https://dic.nicovideo.jp/a/%E5%87%BA%E5%B7%9D%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5,degawa,通行人,日本語,"['バラエティ', '英語', '聞き間違い', '非母語話者', 'テレビ番組']","['海外ロケ', '路上インタビュー', '騒がしい屋外', '番組収録']"
degawaenglish_007,Tuktuk（トゥクトゥク）,ティックトック,発音に注意,タイの三輪タクシーをSNS名と誤認。,True,degawaenglish,https://dic.nicovideo.jp/a/%E5%87%BA%E5%B7%9D%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5,degawa,通行人,日本語,"['バラエティ', '英語', '聞き間違い', '非母語話者', 'テレビ番組']","['海外ロケ', '路上インタビュー', '騒がしい屋外', '番組収録']"
degawaenglish_008,subject（授業）,チャプチェ,発音に注意,授業（サブジェクト）を韓国料理名と誤認。,True,degawaenglish,https://dic.nicovideo.jp/a/%E5%87%BA%E5%B7%9D%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5,degawa,通行人,日本語,"['バラエティ', '英語', '聞き間違い', '非母語話者', 'テレビ番組']","['海外ロケ', '路上インタビュー', '騒がしい屋外', '番組収録']"
degawaenglish_009,Fu-Seng（人名）,プーさん,発音に注意,現地の人名をディズニーキャラと誤認。,True,degawaenglish,https://dic.nicovideo.jp/a/%E5%87%BA%E5%B7%9D%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5,degawa,通行人,日本語,"['バラエティ', '英語', '聞き間違い', '非母語話者', 'テレビ番組']","['海外ロケ', '路上インタビュー', '騒がしい屋外', '番組収録']"
degawaenglish_010,Pirates of the Caribbean,パイレーツ・オブ・カレビアン／カビレーツ クロブ カブッ カッ カビリアン／カイレーツオブ壁ディアン,発音に注意,映画タイトルを何度も違う音で誤認。,True,degawaenglish,https://dic.nicovideo.jp/a/%E5%87%BA%E5%B7%9D%E3%82%A4%E3%83%B3%E3%82%B0%E3%83%AA%E3%83%83%E3%82%B7%E3%83%A5,degawa,通行人,日本語,"['バラエティ', '英語', '聞き間違い', '非母語話者', 'テレビ番組']","['海外ロケ', '路上インタビュー', '騒がしい屋外', '番組収録']"
